dictForm,secondary,hasCard
"特徴","とくちょう",1
"異変","いへん",1
"駄菓子屋","だがしや",0
"勤める","つとめる",1
"葉っぱ","はっぱ",1
"クラブ","くらぶ",0
"仲間","なかま",1
"封筒","ふうとう",1
"ハガキ","はがき",1
"金属","きんぞく",0
"お正月","おしょうがつ",1
"手作り","てづくり",1
"スプーン","すぷーん",0
"缶詰","かんづめ",1
"呼吸","こきゅう",0
"環境","かんきょう",0
"どんどん","どんどん",0
"運転免許","うんてんめんきょ",1
"プロテイン","ぷろていん",0
"マッチョ","まっちょ",0
"筋トレ","きんとれ",1
"僕ら","ぼくら",0
"喧嘩","けんか",1
"じゃが芋","じゃがいも",1
"就く","つく",0
"飲み物","のみもの",0
"目玉焼き","めだまやき",1
"ヨーグルト","よーぐると",0
"フルーツ","ふるーつ",0
"結ぶ","むすぶ",1
"引っ越し","ひっこし",0
"家具","かぐ",1
"かた","かた",0
"咲く","さく",0
"作文","さくぶん",1
"性格","せいかく",1
"しんどい","しんどい",1
"弁護士","べんごし",1
"宝くじ","たからくじ",0
"美容室","びようしつ",1
"大統領","だいとうりょう",0
"虫歯","むしば",1
"重病","じゅうびょう",1
"不安","ふあん",1
"当てる","あてる",0
"ポーズ","ぽーず",0
"鍛える","きたえる",1
"相棒","あいぼう",1
"物語","ものがたり",0
"素早い","すばやい",1
"留守","るす",1
"スイッチ","すいっち",0
"画質","がしつ",1
"最も","もっとも",1
"探索","たんさく",1
"適当","てきとう",1
"親切","しんせつ",1
"犠牲","ぎせい",1
"注目","ちゅうもく",1
"堅い","かたい",1
"各地","かくち",1
"正確","せいかく",0
"無茶","むちゃ",1
"潜る","もぐる",1
"星座","せいざ",1
"役目","やくめ",1
"屈託","くったく",1
"噛む","かむ",0
"比べる","くらべる",0
"イタズラ","いたずら",1
"義理","ぎり",1
"褒める","ほめる",1
"イライラ","いらいら",1
"留守番","るすばん",1
"ロウソク","ろうそく",1
"濡れる","ぬれる",1
"染まる","そまる",0
"フェンス","ふぇんす",0
"塗る","ぬる",0
"文章","ぶんしょう",1
"書き直す","かきなおす",0
"経済","けいざい",1
"人工","じんこう",1
"体操","たいそう",1
"アナウンス","あなうんす",0
"ラジオ","らじお",0
"スタート","すたーと",0
"大地","だいち",1
"即死","そくし",0
"構える","かまえる",1
"乗せる","のせる",1
"琥珀","こはく",1
"克服","こくふく",1
"越える","こえる",1
"謎","なぞ",1
"部品","ぶひん",1
"樽","たる",1
"手洗い","てあらい",1
"胃","い",1
"明らか","あきらか",0
"モザイク","もざいく",1
"道路","どうろ",1
"楽器","がっき",1
"濃い","こい",0
"崩す","くずす",1
"探る","さぐる",1
"パニック","ぱにっく",0
"透明","とうめい",1
"塊","かたまり",1
"検索","けんさく",1
"メープルシロップ","めーぷるしろっぷ",0
"ピエロ","ぴえろ",1
"お菓子","おかし",0
"グミ","ぐみ",0
"アコーディオン","あこーでぃおん",0
"追求","ついきゅう",0
"ストーリー","すとーりー",0
"竜","りゅう",1
"やっぱ","やっぱ",1
"信仰","しんこう",1
"語る","かたる",0
"呪い","のろい",1
"独特","どくとく",0
"まだまだ","まだまだ",0
"未だ","いまだ",1
"ゲット","げっと",0
"箒","ほうき",1
"備える","そなえる",0
"マイナス","まいなす",0
"次回","じかい",1
"空間","くうかん",1
"女神","めがみ",1
"到着","とうちゃく",1
"ハンマー","はんまー",0
"中身","なかみ",0
"執事","しつじ",1
"特殊","とくしゅ",1
"交換","こうかん",1
"亡くなる","なくなる",1
"布団","ふとん",0
"沸かす","わかす",1
"熊","くま",1
"果実","かじつ",1
"月末","げつまつ",1
"下書き","したがき",1
"締め切り","しめきり",0
"カンニング","かんにんぐ",1
"アナウンサー","あなうんさー",0
"叩く","たたく",1
"龍","りゅう",1
"望む","のぞむ",1
"採用","さいよう",1
"オッケー","おっけー",0
"拒絶","きょぜつ",1
"満たす","みたす",1
"握る","にぎる",0
"戻す","もどす",1
"地点","ちてん",1
"印","しるし",1
"針","はり",0
"同志","どうし",1
"宇宙飛行士","うちゅうひこうし",1
"後で","あとで",0
"干す","ほす",1
"椅子","いす",0
"腰","こし",1
"ランニング","らんにんぐ",0
"喉","のど",0
"乾く","かわく",1
"停電","ていでん",1
"一生懸命","いっしょうけんめい",0
"発音","はつおん",1
"言える","いえる",1
"一年","いちねん",0
"ボーナス","ぼーなす",0
"公務員","こうむいん",1
"到頭","とうとう",1
"上達","じょうたつ",1
"毎","ごと",0
"早め","はやめ",1
"羨ましい","うらやましい",1
"無事","ぶじ",1
"有り難い","ありがたい",1
"海賊","かいぞく",1
"器","うつわ",1
"感心","かんしん",1
"半ば","なかば",1
"こっそり","こっそり",1
"髪の毛","かみのけ",1
"電源","でんげん",1
"焦げる","こげる",1
"イケメン","いけめん",0
"汗","あせ",1
"天気予報","てんきよほう",0
"ほうれん草","ほうれんそう",1
"オートバイ","おーとばい",1
"鞄","かばん",0
"ブドウ","ぶどう",0
"浅い","あさい",1
"地下鉄","ちかてつ",0
"戦車","せんしゃ",1
"ワープロ","わーぷろ",1
"想像","そうぞう",0
"プラスチック","ぷらすちっく",1
"教科書","きょうかしょ",1
"ニンニク","にんにく",1
"測る","はかる",1
"琵琶湖","びわこ",1
"苺","いちご",1
"味噌","みそ",1
"家事","かじ",0
"サングラス","さんぐらす",0
"マスク","ますく",0
"変装","へんそう",1
"台風","たいふう",1
"コーラ","こーら",0
"着物","きもの",1
"髪型","かみがた",1
"間に合う","まにあう",0
"コンロ","こんろ",1
"点数","てんすう",1
"予約","よやく",1
"ヘルメット","へるめっと",0
"バイク","ばいく",0
"被る","こうむる",1
"学べる","まなべる",0
"迷子","まいご",1
"文化","ぶんか",0
"丁寧","ていねい",0
"オモチャ","おもちゃ",1
"飛行機","ひこうき",1
"石鹸","せっけん",1
"程度","ていど",1
"追い求める","おいもとめる",1
"観光客","かんこうきゃく",0
"専門家","せんもんか",1
"関西","かんさい",1
"イルカ","いるか",1
"サンドイッチ","さんどいっち",0
"挟む","はさむ",1
"撫でる","なでる",1
"狼","おおかみ",0
"群れ","むれ",0
"通う","かよう",0
"滴る","したたる",1
"加速","かそく",1
"丈夫","じょうぶ",1
"歯医者","はいしゃ",1
"アプリ","あぷり",0
"翻訳","ほんやく",1
"法律","ほうりつ",1
"現金","げんきん",1
"スマートフォン","すまーとふぉん",0
"以前","いぜん",1
"足りる","たりる",0
"渋谷","しぶや",0
"地震","じしん",1
"少なくとも","すくなくとも",1
"出張","しゅっちょう",1
"昇進","しょうしん",1
"ｉｓｐ","",0
"ユーザー","ゆーざー",0
"ｉｐ","",0
"アドレス","あどれす",0
"接続","せつぞく",1
"墓","はか",1
"待ち合わせ","まちあわせ",1
"ハイキング","はいきんぐ",0
"リュックサック","りゅっくさっく",1
"じっくり","じっくり",1
"お嬢様","おじょうさま",1
"婚約","こんやく",1
"中東","ちゅうとう",1
"食器","しょっき",1
"水筒","すいとう",0
"汲む","くむ",1
"餃子","ぎょうざ",1
"北海道","ほっかいどう",1
"市内","しない",1
"違反","いはん",1
"陸上","りくじょう",1
"鼾","いびき",1
"ノック","のっく",0
"空耳","そらみみ",1
"生まれつき","うまれつき",1
"子猫","こねこ",0
"直後","ちょくご",1
"パレオ","ぱれお",1
"足音","あしおと",0
"看板","かんばん",0
"ハッキリ","はっきり",0
"言い出す","いいだす",0
"嚏","",1
"武道","ぶどう",1
"膳","ぜん",1
"屋台","やたい",1
"ハンドバッグ","はんどばっぐ",0
"売り切れ","うりきれ",1
"技術","ぎじゅつ",0
"大体","だいたい",1
"畳","たたみ",1
"電池","でんち",1
"持ち込む","もちこむ",1
"洗濯機","せんたくき",1
"つく","つく",1
"正月","しょうがつ",1
"ファイル","ふぁいる",0
"アップロード","あっぷろーど",0
"各自","かくじ",1
"冷房","れいぼう",1
"価格","かかく",0
"製品","せいひん",1
"アルミ","あるみ",1
"同文","どうぶん",1
"空港","くうこう",1
"平均","へいきん",1
"活動","かつどう",1
"冬休み","ふゆやすみ",0
"ノートパソコン","のーとぱそこん",1
"見物客","けんぶつきゃく",1
"ポスター","ぽすたー",0
"貼る","はる",1
"靴下","くつした",1
"ハサミ","はさみ",1
"鳴き声","なきごえ",1
"騙す","だます",1
"破る","やぶる",1
"淹","",0
"れる","れる",0
"載る","のる",1
"案内","あんない",1
"小屋","こや",1
"屋上","おくじょう",0
"感想","かんそう",1
"郵便局","ゆうびんきょく",1
"スペシャル","すぺしゃる",0
"ホットケーキ","ほっとけーき",0
"本日","ほんじつ",0
"冷や","ひや",1
"水着","みずぎ",0
"筈","はず",0
"港","みなと",1
"どうか","どうか",0
"月食","げっしょく",1
"署名","しょめい",0
"一気に","いっきに",0
"しいる","しいる",1
"茶碗","ちゃわん",1
"ライフセーバー","らいふせーばー",0
"訓練","くんれん",1
"好み","このみ",1
"包む","つつむ",0
"迷う","まよう",0
"悪役","あくやく",1
"溢","",1
"家賃","やちん",1
"税金","ぜいきん",1
"ワシ","わし",1
"携帯","けいたい",0
"無くす","なくす",1
"データ","でーた",0
"訪れる","おとずれる",1
"眩む","くらむ",1
"ペラペラ","ぺらぺら",1
"大根","だいこん",1
"溺れる","おぼれる",1
"お好み焼き","おこのみやき",1
"紙芝居","かみしばい",1
"足跡","あしあと",1
"急速","きゅうそく",1
"変化","へんか",0
"猛","たけし",1
"卓球","たっきゅう",1
"嘶く","いななく",1
"石像","せきぞう",1
"誕生","たんじょう",1
"打倒","だとう",1
"小走り","こばしり",1
"仕掛け","しかけ",1
"兵隊","へいたい",1
"可哀想","かわいそう",1
"痴漢","ちかん",1
"期限","きげん",0
"味方","みかた",0
"上映","じょうえい",1
"手作業","てさぎょう",1
"道具","どうぐ",1
"それでも","それでも",0
"空手","からて",1
"俳優","はいゆう",1
"無限","むげん",1
"精霊","せいれい",1
"剥がす","へがす",1
"両手","りょうて",0
"生み出す","うみだす",1
"文句","もんく",1
"世界中","せかいじゅう",0
"松葉杖","まつばづえ",1
"片付け","かたづけ",1
"少々","しょうしょう",1
"バッテリー","ばってりー",0
"確実","かくじつ",1
"活用","かつよう",1
"逸れる","それる",1
"しれっと","しれっと",1
"偶然","ぐうぜん",0
"天井","てんじょう",1
"斧","おの",1
"値","ち",0
"責任","せきにん",0
"諺","ことわざ",1
"会員","かいいん",1
"作品","さくひん",0
"出来栄え","できばえ",1
"頼り","たより",0
"素直","すなお",1
"苦しい","くるしい",1
"単位","たんい",1
"逃す","のがす",1
"想定","そうてい",1
"無口","むくち",1
"戻れる","もどれる",0
"恩人","おんじん",1
"頂上","ちょうじょう",1
"転職","てんしょく",1
"目撃者","もくげきしゃ",1
"逃走","とうそう",1
"強盗","ごうとう",1
"によって","によって",0
"伝統","でんとう",1
"州","しゅう",1
"横暴","おうぼう",1
"吠える","ほえる",1
"従う","したがう",1
"夕日","ゆうひ",1
"口笛","くちぶえ",1
"そうすると","そうすると",0
"音量","おんりょう",1
"飼い主","かいぬし",1
"権威","けんい",1
"さま","さま",0
"兄貴","あにき",1
"整数","せいすう",1
"血液型","けつえきがた",1
"虹","にじ",0
"癌","がん",1
"昨晩","さくばん",1
"運命","うんめい",1
"極秘","ごくひ",1
"資格","しかく",1
"発表","はっぴょう",0
"孫の手","まごのて",1
"丁度","ちょうど",1
"ロケット","ろけっと",0
"けっこう","けっこう",0
"職業","しょくぎょう",1
"儚い","はかない",1
"他","ほか",0
"探検","たんけん",0
"記録","きろく",0
"バスケ","ばすけ",0
"歓迎","かんげい",1
"体格","たいかく",1
"マネージャー","まねーじゃー",0
"審判","しんぱん",1
"パス","ぱす",0
"感情","かんじょう",0
"表現","ひょうげん",1
"ピンチ","ぴんち",0
"定期","ていき",1
"印象","いんしょう",1
"時期","じき",1
"感動","かんどう",0
"楽観","らっかん",1
"自発","じはつ",1
"新人","しんじん",0
"おしっこ","おしっこ",1
"担架","たんか",1
"キャンセル","きゃんせる",0
"使用","しよう",1
"変更","へんこう",1
"録音","ろくおん",1
"不自由","ふじゆう",1
"取引","とりひき",1
"判断","はんだん",1
"有る","ある",1
"ゆる","ゆる",1
"なぜなら","なぜなら",0
"記念","きねん",1
"使命","しめい",1
"バランス","ばらんす",0
"励ます","はげます",1
"努力","どりょく",1
"口先","くちさき",1
"治安","ちあん",1
"潰れる","つぶれる",1
"傲慢","ごうまん",1
"衰える","おとろえる",1
"ビットコイン","びっとこいん",0
"価値","かち",1
"落ち込む","おちこむ",1
"ホームページ","ほーむぺーじ",0
"装置","そうち",1
"狂う","くるう",1
"輸送","ゆそう",1
"親愛","しんあい",1
"読者","どくしゃ",1
"ぼちぼち","ぼちぼち",1
"ぴったり","ぴったり",0
"裏側","うらがわ",1
"新品","しんぴん",1
"裸足","はだし",1
"大声","おおごえ",1
"独身","どくしん",1
"韓国料理","かんこくりょうり",1
"負担","ふたん",1
"経営","けいえい",1
"薄い","うすい",1
"レンガ","れんが",1
"副業","ふくぎょう",1
"自称","じしょう",1
"画家","がか",1
"火災","かさい",1
"英会話","えいかいわ",1
"主","おも",1
"大学生","だいがくせい",0
"会話","かいわ",0
"圏","けん",1
"独学","どくがく",1
"オンライン","おんらいん",0
"スケジュール","すけじゅーる",0
"管理","かんり",0
"合わせる","あわせる",0
"単語","たんご",0
"インプット","いんぷっと",0
"自分自身","じぶんじしん",1
"語学","ごがく",1
"学習","がくしゅう",1
"プラットフォーム","ぷらっとふぉーむ",0
"固定","こてい",1
"支払う","しはらう",1
"金額","きんがく",1
"コース","こーす",0
"日時","にちじ",1
"復習","ふくしゅう",0
"直前","ちょくぜん",1
"トピック","とぴっく",0
"思いつく","おもいつく",0
"リラックス","りらっくす",0
"チャンス","ちゃんす",0
"クーポン","くーぽん",0
"プロモーション","ぷろもーしょん",0
"コード","こーど",0
"概要","がいよう",1
"先着","せんちゃく",1
"チェック","ちぇっく",0
"フリーランサー","ふりーらんさー",0
"スタイル","すたいる",0
"広げる","ひろげる",1
"挑戦","ちょうせん",0
"案件","あんけん",1
"イメージ","いめーじ",0
"恐らく","おそらく",1
"国籍","こくせき",1
"基本的","きほんてき",1
"動詞","どうし",1
"主語","しゅご",1
"変換","へんかん",1
"一定","いってい",1
"外国語","がいこくご",0
"勇気","ゆうき",0
"決めつける","きめつける",1
"不得意","ふとくい",1
"キッカケ","",1
"継続","けいぞく",1
"バイバイ","ばいばい",0
"韓国語","かんこくご",0
"風船","ふうせん",0
"火炎","かえん",1
"至る","いたる",1
"殿","どの",0
"泊","はく",1
"パスポート","ぱすぽーと",0
"恐れ入る","おそれいる",1
"コピー","こぴー",0
"宜しい","よろしい",1
"記入","きにゅう",1
"氷上","ひかみ",1
"フィギュアスケート","ふぃぎゅあすけーと",0
"スケーティング","すけーてぃんぐ",0
"スケート","すけーと",0
"才能","さいのう",0
"仕込む","しこむ",1
"車庫","しゃこ",1
"貴様","きさま",1
"場面","ばめん",1
"知り合い","しりあい",1
"期待","きたい",1
"つきあう","つきあう",0
"取り乱す","とりみだす",1
"カラオケ","からおけ",0
"デュエット","でゅえっと",0
"お姉さん","おねえさん",0
"サラダ","さらだ",0
"業者","ぎょうしゃ",1
"オプション","おぷしょん",0
"文芸","ぶんげい",1
"塾","じゅく",1
"お世話","おせわ",1
"蓋","ふた",1
"青春","せいしゅん",1
"寝癖","ねぐせ",1
"居眠り","いねむり",1
"水道","すいどう",1
"エピソード","えぴそーど",0
"イベ","",0
"例","れい",0
"気温","きおん",1
"スプレー","すぷれー",0
"障害","しょうがい",1
"そうね","そうね",0
"同級生","どうきゅうせい",1
"ホワイトソース","ほわいとそーす",0
"ケチャップ","けちゃっぷ",0
"個人","こじん",0
"キッス","きっす",0
"自習","じしゅう",1
"了解","りょうかい",1
"そうして","そうして",0
"幼なじみ","おさななじみ",1
"見学","けんがく",1
"掴む","つかむ",1
"井戸","いど",1
"寧ろ","むしろ",1
"プロット","ぷろっと",0
"缶詰め","かんづめ",0
"サプライズ","さぷらいず",0
"呼び捨て","よびすて",1
"イヤ","いや",0
"末","まつ",0
"遂に","ついに",1
"チェックポイント","ちぇっくぽいんと",0
"水泳","すいえい",1
"プライベート","ぷらいべーと",0
"指定","してい",1
"引き換え","ひきかえ",1
"ジロジロ","じろじろ",1
"パラソル","ぱらそる",0
"チェア","ちぇあ",0
"日焼け止め","ひやけどめ",1
"余計","よけい",1
"事実","じじつ",1
"孤独","こどく",1
"焼きそば","やきそば",0
"お土産","おみやげ",0
"飛び込み","とびこみ",0
"着替える","きがえる",1
"とっとと","とっとと",1
"魅力","みりょく",0
"言うまでもない","いうまでもない",0
"損","そん",1
"即ち","すなわち",1
"チャイム","ちゃいむ",0
"玄関","げんかん",1
"台所","だいどころ",1
"枕","まくら",1
"フォーク","ふぉーく",0
"コップ","こっぷ",0
"平日","へいじつ",1
"外食","がいしょく",1
"のんびり","のんびり",1
"ドラム","どらむ",0
"一方","いっぽう",1
"都市","とし",1
"アムステルダム","あむすてるだむ",0
"欠点","けってん",1
"理想","りそう",1
"懲りる","こりる",1
"救い","すくい",1
"っと","っと",1
"半額","はんがく",1
"再び","ふたたび",1
"レシピ","れしぴ",0
"サイレン","さいれん",0
"親子","おやこ",1
"本部","ほんぶ",1
"最低","さいてい",1
"ため息","ためいき",1
"ゴー","ごー",0
"我々","われわれ",1
"スタミナ","すたみな",0
"ゲージ","げーじ",0
"元々","もともと",1
"当たる","あたる",1
"王家","おうけ",1
"朽ちる","くちる",1
"ポーチ","ぽーち",0
"向く","むく",1
"上空","じょうくう",1
"お宝","おたから",0
"ポイント","ぽいんと",0
"限る","かぎる",1
"さようなら","さようなら",1
"缶","かん",1
"登山","とざん",1
"読書","どくしょ",1
"支え","ささえ",1
"魔力","まりょく",1
"ビルド","",0
"オパール","おぱーる",0
"増やす","ふやす",1
"街道","かいどう",1
"地底","ちてい",1
"同士","どうし",1
"現象","げんしょう",1
"製","せい",1
"車輪","しゃりん",1
"包丁","ほうちょう",1
"細かい","こまかい",1
"幸福","こうふく",1
"滅多","めった",1
"けれど","けれど",0
"受け入れる","うけいれる",1
"謝罪","しゃざい",1
"ジャケット","じゃけっと",0
"日常","にちじょう",1
"飲み干す","のみほす",1
"グラス","ぐらす",0
"期間","きかん",1
"高価","こうか",0
"泣き寝入り","なきねいり",1
"狐","きつね",1
"燕尾服","えんびふく",1
"残す","のこす",1
"当然","とうぜん",1
"肩","かた",1
"可能性","かのうせい",1
"行き","いき",1
"ヶ月","かげつ",1
"と共に","とともに",1
"そりゃ","そりゃ",1
"がる","がる",1
"相変わらず","あいかわらず",1
"連中","れんちゅう",1
"部分","ぶぶん",0
"本人","ほんにん",1
"伝わる","つたわる",1
"二度と","にどと",1
"すっかり","すっかり",0
"ふざける","ふざける",1
"勢い","いきおい",1
"他人","たにん",1
"二日酔い","ふつかよい",1
"せめて","せめて",1
"一同","いちどう",1
"立ち上がる","たちあがる",1
"ついてる","ついてる",1
"言い方","いいかた",1
"確かめる","たしかめる",1
"きつい","きつい",1
"お礼","おれい",1
"身体","しんたい",1
"或いは","あるいは",1
"社内","しゃない",1
"第一","だいいち",1
"益々","ますます",1
"災害","さいがい",1
"疑う","うたがう",1
"そっと","そっと",1
"覆う","おおう",1
"抱く","いだく",1
"何より","なにより",1
"命令","めいれい",1
"同時に","どうじに",1
"傷つける","きずつける",1
"先程","さきほど",1
"現在","げんざい",1
"裏切る","うらぎる",1
"頬","ほお",1
"笑い声","わらいごえ",1
"まとも","まとも",1
"甘える","あまえる",1
"いつの間にか","いつのまにか",1
"たった","たった",1
"こう","こう",1
"とんでも","とんでも",1
"日々","ひび",1
"真剣","しんけん",1
"重ねる","かさねる",1
"人々","ひとびと",1
"扱い","あつかい",1
"味わう","あじわう",1
"全力","ぜんりょく",1
"暗記","あんき",1
"縫う","ぬう",1
"歩","ほ",1
"通じる","つうじる",1
"なり","なり",1
"目立つ","めだつ",1
"対象","たいしょう",1
"浮かべる","うかべる",1
"笑み","えみ",1
"次第","しだい",1
"押さえる","おさえる",1
"兎","うさぎ",1
"真っ赤","まっか",1
"異常","いじょう",1
"不可能","ふかのう",1
"見守る","みまもる",1
"振り向く","ふりむく",1
"話題","わだい",1
"きちんと","きちんと",1
"蒸し暑い","むしあつい",1
"見た目","みため",1
"同様","どうよう",1
"受け止める","うけとめる",1
"どうにか","どうにか",1
"発生","はっせい",1
"第","だい",1
"背負う","せおう",1
"満ちる","みちる",1
"片手","かたて",1
"察する","さっする",1
"意思","いし",1
"勝利","しょうり",1
"並べる","ならべる",1
"込める","こめる",1
"捲る","めくる",1
"端","はじ",1
"しよう","しよう",1
"外れる","はずれる",1
"ダイエット","だいえっと",0